-118.31353	33.755245
-73.90126	40.882748
-118.31606	34.18511
-118.555954	34.18783
-73.99748	40.724346
-73.80308	41.044327
-77.03347	38.89698
2.178457	41.382973
-74.363365	40.741184
-74.00671	40.71087
-74.076065	40.967148
-117.23318	32.86802
-73.9802	40.7272
-73.9532	40.7754
107.5812	-6.892145
114.160484	22.30471
-73.9533	40.7803
-68.24591	44.409092
-118.39375	33.89944
-74.16383	40.734543
-96.80933	32.78631
-104.99691	39.755535
-118.30992	33.8336
-43.228954	-22.976221
-118.31606	34.18511
-117.79417	33.724346
-80.10541	26.138157
-112.35764	33.463852
-118.325424	34.10153
-112.029	33.509468
-87.61584	41.893803
-89.35541	43.132347
-118.4627	34.022835
103.83191	1.3050833
5.2342696	52.69583
-71.06526	42.35094
-118.29159	34.101723
-74.376175	40.80843
-99.13459	19.433308
-73.9933	40.7151
-73.986725	40.76038
-73.83414	40.863483
106.84348	-6.243132
-74.003174	40.7311
-73.94317	40.807114
-73.9984	40.739895
-73.989044	40.728283
-118.40901	33.94322
-73.90297	40.678913
-73.98851	40.769478
-73.83081	40.714176
-73.98846	40.74911
106.93152	-6.1358185
-122.40459	37.79
-76.46184	39.377518
101.74989	3.170136
-73.9891	40.7312
-73.528534	40.76712
-73.97551	40.760735
-73.9824	40.6658
-73.988365	40.720345
-79.431786	40.396206
-73.976105	40.76273
-84.38567	33.78982
-73.982025	40.780354
-73.98928	40.726994
106.656906	-6.1266017
-73.98027	40.758102
-118.28248	34.046753
-118.37668	34.07243
-73.9985	40.7198
-119.15867	34.221783
-73.98083	40.742138
-73.99982	40.644432
-118.37303	34.076355
106.82414	-6.170849
-118.36969	34.140263
-73.97138	40.67574
-74.0203	40.633408
-73.65947	40.74339
-46.65722	-23.62636
-74.01262	40.704884
112.737816	-7.2458515
-46.68389	-23.585474
-74.16445	40.73412
-87.63127	41.89169
-73.98184	40.674946
-73.98326	40.730446
-73.98281	40.72412
-73.8746	40.77593
-118.40607	34.06959
-73.83041	40.76191
-0.27950764	51.55582
-118.409744	33.885128
-118.446884	34.063046
-73.9834	40.6648
-74.00368	40.722145
-73.99529	40.739517
-46.657642	-23.545252
-73.770874	40.76342
